service_id,date,exception_type
91001:1:s,20160131,1
91001:1:s,20160130,1
91001:1:s,20160708,1
91001:1:s,20160709,1
91001:1:s,20160701,1
91001:1:s,20160702,1
91001:1:s,20160703,1
91001:1:s,20160704,1
91001:1:s,20160705,1
91001:1:s,20160706,1
91001:1:s,20160707,1
91001:1:s,20160319,1
91001:1:s,20160318,1
91001:1:s,20160317,1
91001:1:s,20160316,1
91001:1:s,20160315,1
91001:1:s,20160314,1
91001:1:s,20160313,1
91001:1:s,20160312,1
91001:1:s,20160311,1
91001:1:s,20160310,1
91001:1:s,20160825,1
91001:1:s,20160824,1
91001:1:s,20160827,1
91001:1:s,20160826,1
91001:1:s,20160821,1
91001:1:s,20160820,1
91001:1:s,20160823,1
91001:1:s,20160822,1
91001:1:s,20160829,1
91001:1:s,20160828,1
91001:1:s,20161031,1
91001:1:s,20161030,1
91001:1:s,20161130,1
91001:1:s,20160403,1
91001:1:s,20160402,1
91001:1:s,20160401,1
91001:1:s,20160407,1
91001:1:s,20160406,1
91001:1:s,20160405,1
91001:1:s,20160404,1
91001:1:s,20160409,1
91001:1:s,20160408,1
91001:1:s,20160919,1
91001:1:s,20160918,1
91001:1:s,20160911,1
91001:1:s,20160910,1
91001:1:s,20160913,1
91001:1:s,20160912,1
91001:1:s,20160915,1
91001:1:s,20160914,1
91001:1:s,20160917,1
91001:1:s,20160916,1
91001:1:s,20160531,1
91001:1:s,20160530,1
91001:1:s,20160629,1
91001:1:s,20160628,1
91001:1:s,20160623,1
91001:1:s,20160622,1
91001:1:s,20160621,1
91001:1:s,20160620,1
91001:1:s,20160627,1
91001:1:s,20160626,1
91001:1:s,20160625,1
91001:1:s,20160624,1
91001:1:s,20160212,1
91001:1:s,20160213,1
91001:1:s,20160210,1
91001:1:s,20160211,1
91001:1:s,20160216,1
91001:1:s,20160217,1
91001:1:s,20160214,1
91001:1:s,20160215,1
91001:1:s,20160218,1
91001:1:s,20160219,1
91001:1:s,20160920,1
91001:1:s,20160921,1
91001:1:s,20160922,1
91001:1:s,20160923,1
91001:1:s,20160924,1
91001:1:s,20160925,1
91001:1:s,20160926,1
91001:1:s,20160927,1
91001:1:s,20160928,1
91001:1:s,20160929,1
91001:1:s,20160818,1
91001:1:s,20160819,1
91001:1:s,20160814,1
91001:1:s,20160815,1
91001:1:s,20160816,1
91001:1:s,20160817,1
91001:1:s,20160810,1
91001:1:s,20160811,1
91001:1:s,20160812,1
91001:1:s,20160813,1
91001:1:s,20161008,1
91001:1:s,20161009,1
91001:1:s,20161004,1
91001:1:s,20161005,1
91001:1:s,20161006,1
91001:1:s,20161007,1
91001:1:s,20161001,1
91001:1:s,20161002,1
91001:1:s,20161003,1
92723:2:2:s,20161116,1
92723:2:2:s,20161117,1
92723:2:2:s,20161114,1
92723:2:2:s,20161115,1
92723:2:2:s,20160421,1
92723:2:2:s,20160420,1
92723:2:2:s,20161118,1
92723:2:2:s,20160422,1
92723:2:2:s,20161130,1
92723:2:2:s,20161119,1
92723:2:2:s,20161208,1
92723:2:2:s,20161206,1
92723:2:2:s,20161207,1
92723:2:2:s,20161204,1
92723:2:2:s,20161205,1
92723:2:2:s,20161202,1
92723:2:2:s,20161203,1
92723:2:2:s,20161201,1
92723:2:2:s,20161129,1
92723:2:2:s,20161128,1
92723:2:2:s,20161127,1
92723:2:2:s,20161126,1
92723:2:2:s,20161125,1
92723:2:2:s,20161124,1
92723:2:2:s,20161123,1
92723:2:2:s,20161122,1
92723:2:2:s,20161121,1
92723:2:2:s,20161120,1
92723:2:2:s,20160418,1
92723:2:2:s,20160419,1
92754:2:2:s,20160812,1
92754:2:2:s,20160816,1
92754:2:2:s,20160706,1
92754:2:2:s,20160705,1
92754:2:2:s,20160811,1
92754:2:2:s,20160813,1
92754:2:2:s,20160817,1
92754:2:2:s,20160820,1
92754:2:2:s,20160708,1
92754:2:2:s,20160709,1
92754:2:2:s,20160818,1
92754:2:2:s,20160819,1
92754:2:2:s,20160728,1
92754:2:2:s,20160729,1
92754:2:2:s,20160726,1
92754:2:2:s,20160727,1
92754:2:2:s,20160724,1
92754:2:2:s,20160725,1
92754:2:2:s,20160722,1
92754:2:2:s,20160723,1
92754:2:2:s,20160720,1
92754:2:2:s,20160721,1
92754:2:2:s,20160702,1
92754:2:2:s,20160815,1
92754:2:2:s,20160810,1
92754:2:2:s,20160713,1
92754:2:2:s,20160814,1
92754:2:2:s,20160712,1
92754:2:2:s,20160707,1
92754:2:2:s,20160711,1
92754:2:2:s,20160703,1
92754:2:2:s,20160710,1
92754:2:2:s,20160717,1
92754:2:2:s,20160704,1
92754:2:2:s,20160716,1
92754:2:2:s,20160731,1
92754:2:2:s,20160730,1
92754:2:2:s,20160719,1
92754:2:2:s,20160718,1
92754:2:2:s,20160821,1
92754:2:2:s,20160715,1
92754:2:2:s,20160809,1
92754:2:2:s,20160808,1
92754:2:2:s,20160807,1
92754:2:2:s,20160806,1
92754:2:2:s,20160805,1
92754:2:2:s,20160804,1
92754:2:2:s,20160803,1
92754:2:2:s,20160802,1
92754:2:2:s,20160801,1
92754:2:2:s,20160714,1
003022,20160906,1
003022,20160907,1
003022,20160904,1
003022,20160905,1
003022,20160902,1
003022,20160903,1
003022,20160901,1
003022,20160908,1
003022,20160909,1
003022,20161212,1
003022,20161019,1
003022,20161018,1
003022,20161017,1
003022,20161016,1
003022,20161015,1
003022,20161014,1
003022,20161013,1
003022,20161012,1
003022,20161011,1
003022,20161010,1
003022,20160919,1
003022,20160918,1
003022,20160708,1
003022,20160709,1
003022,20160830,1
003022,20160831,1
003022,20160701,1
003022,20160702,1
003022,20160703,1
003022,20160704,1
003022,20160705,1
003022,20160706,1
003022,20160707,1
003022,20160729,1
003022,20160814,1
003022,20161020,1
003022,20161021,1
003022,20160815,1
003022,20160913,1
003022,20161211,1
003022,20160912,1
003022,20160528,1
003022,20160723,1
003022,20160825,1
003022,20160824,1
003022,20160719,1
003022,20160718,1
003022,20160821,1
003022,20160820,1
003022,20160823,1
003022,20160822,1
003022,20160713,1
003022,20160712,1
003022,20160711,1
003022,20160710,1
003022,20160717,1
003022,20160716,1
003022,20160715,1
003022,20160714,1
003022,20160827,1
003022,20160524,1
003022,20160525,1
003022,20160526,1
003022,20160527,1
003022,20160819,1
003022,20160728,1
003022,20160523,1
003022,20160726,1
003022,20160727,1
003022,20160724,1
003022,20160725,1
003022,20160722,1
003022,20160529,1
003022,20160720,1
003022,20160721,1
003022,20160829,1
003022,20160828,1
003022,20160731,1
003022,20160730,1
003022,20160531,1
003022,20160530,1
003022,20160630,1
003022,20160911,1
003022,20160923,1
003022,20160910,1
003022,20161001,1
003022,20160629,1
003022,20160628,1
003022,20160623,1
003022,20160622,1
003022,20160621,1
003022,20160620,1
003022,20160627,1
003022,20160626,1
003022,20160625,1
003022,20160624,1
003022,20160917,1
003022,20160818,1
003022,20160618,1
003022,20160619,1
003022,20160616,1
003022,20160617,1
003022,20160614,1
003022,20160615,1
003022,20160612,1
003022,20160613,1
003022,20160610,1
003022,20160611,1
003022,20160920,1
003022,20160921,1
003022,20160922,1
003022,20160915,1
003022,20160924,1
003022,20160925,1
003022,20160926,1
003022,20160927,1
003022,20160928,1
003022,20160929,1
003022,20160914,1
003022,20160601,1
003022,20160603,1
003022,20160602,1
003022,20160605,1
003022,20160604,1
003022,20160607,1
003022,20160606,1
003022,20160609,1
003022,20160608,1
003022,20160816,1
003022,20160817,1
003022,20160810,1
003022,20160811,1
003022,20160812,1
003022,20160813,1
003022,20160930,1
003022,20161008,1
003022,20161009,1
003022,20161004,1
003022,20161005,1
003022,20161006,1
003022,20161007,1
003022,20160916,1
003022,20161002,1
003022,20161003,1
003022,20160826,1
003022,20160809,1
003022,20160808,1
003022,20160807,1
003022,20160806,1
003022,20160805,1
003022,20160804,1
003022,20160803,1
003022,20160802,1
003022,20160801,1
92735:2:2:s,20161116,1
92735:2:2:s,20161117,1
92735:2:2:s,20161114,1
92735:2:2:s,20161115,1
92735:2:2:s,20160421,1
92735:2:2:s,20160420,1
92735:2:2:s,20161118,1
92735:2:2:s,20160422,1
92735:2:2:s,20161130,1
92735:2:2:s,20161119,1
92735:2:2:s,20161208,1
92735:2:2:s,20161206,1
92735:2:2:s,20161207,1
92735:2:2:s,20161204,1
92735:2:2:s,20161205,1
92735:2:2:s,20161202,1
92735:2:2:s,20161203,1
92735:2:2:s,20161201,1
92735:2:2:s,20161129,1
92735:2:2:s,20161128,1
92735:2:2:s,20161127,1
92735:2:2:s,20161126,1
92735:2:2:s,20161125,1
92735:2:2:s,20161124,1
92735:2:2:s,20161123,1
92735:2:2:s,20161122,1
92735:2:2:s,20161121,1
92735:2:2:s,20161120,1
92735:2:2:s,20160418,1
92735:2:2:s,20160419,1
92741:1:1:s,20160906,1
92741:1:1:s,20160907,1
92741:1:1:s,20160904,1
92741:1:1:s,20160905,1
92741:1:1:s,20160902,1
92741:1:1:s,20160903,1
92741:1:1:s,20160901,1
92741:1:1:s,20160318,1
92741:1:1:s,20160908,1
92741:1:1:s,20160909,1
92741:1:1:s,20160220,1
92741:1:1:s,20160821,1
92741:1:1:s,20160308,1
92741:1:1:s,20160309,1
92741:1:1:s,20161019,1
92741:1:1:s,20161018,1
92741:1:1:s,20161017,1
92741:1:1:s,20161016,1
92741:1:1:s,20161015,1
92741:1:1:s,20161014,1
92741:1:1:s,20161013,1
92741:1:1:s,20161012,1
92741:1:1:s,20161011,1
92741:1:1:s,20161010,1
92741:1:1:s,20160918,1
92741:1:1:s,20160919,1
92741:1:1:s,20160223,1
92741:1:1:s,20160314,1
92741:1:1:s,20161003,1
92741:1:1:s,20161209,1
92741:1:1:s,20161109,1
92741:1:1:s,20160131,1
92741:1:1:s,20160130,1
92741:1:1:s,20160820,1
92741:1:1:s,20160708,1
92741:1:1:s,20160709,1
92741:1:1:s,20160830,1
92741:1:1:s,20160831,1
92741:1:1:s,20151230,1
92741:1:1:s,20151231,1
92741:1:1:s,20160701,1
92741:1:1:s,20160702,1
92741:1:1:s,20160703,1
92741:1:1:s,20160704,1
92741:1:1:s,20160705,1
92741:1:1:s,20160706,1
92741:1:1:s,20160521,1
92741:1:1:s,20160401,1
92741:1:1:s,20160315,1
92741:1:1:s,20160522,1
92741:1:1:s,20160411,1
92741:1:1:s,20160214,1
92741:1:1:s,20160523,1
92741:1:1:s,20160404,1
92741:1:1:s,20160813,1
92741:1:1:s,20161022,1
92741:1:1:s,20161023,1
92741:1:1:s,20161020,1
92741:1:1:s,20161021,1
92741:1:1:s,20161026,1
92741:1:1:s,20161027,1
92741:1:1:s,20161024,1
92741:1:1:s,20161025,1
92741:1:1:s,20160317,1
92741:1:1:s,20160316,1
92741:1:1:s,20161028,1
92741:1:1:s,20161029,1
92741:1:1:s,20160313,1
92741:1:1:s,20160312,1
92741:1:1:s,20160311,1
92741:1:1:s,20160310,1
92741:1:1:s,20160410,1
92741:1:1:s,20161112,1
92741:1:1:s,20160412,1
92741:1:1:s,20160413,1
92741:1:1:s,20160414,1
92741:1:1:s,20160415,1
92741:1:1:s,20160108,1
92741:1:1:s,20160109,1
92741:1:1:s,20160106,1
92741:1:1:s,20160107,1
92741:1:1:s,20160104,1
92741:1:1:s,20160105,1
92741:1:1:s,20160102,1
92741:1:1:s,20160103,1
92741:1:1:s,20160101,1
92741:1:1:s,20151227,1
92741:1:1:s,20151226,1
92741:1:1:s,20151225,1
92741:1:1:s,20151224,1
92741:1:1:s,20151223,1
92741:1:1:s,20151222,1
92741:1:1:s,20151221,1
92741:1:1:s,20151220,1
92741:1:1:s,20160713,1
92741:1:1:s,20160712,1
92741:1:1:s,20160711,1
92741:1:1:s,20160710,1
92741:1:1:s,20160717,1
92741:1:1:s,20160716,1
92741:1:1:s,20160715,1
92741:1:1:s,20160714,1
92741:1:1:s,20160910,1
92741:1:1:s,20160824,1
92741:1:1:s,20160211,1
92741:1:1:s,20160417,1
92741:1:1:s,20160322,1
92741:1:1:s,20160323,1
92741:1:1:s,20160320,1
92741:1:1:s,20160321,1
92741:1:1:s,20160326,1
92741:1:1:s,20160327,1
92741:1:1:s,20160324,1
92741:1:1:s,20160325,1
92741:1:1:s,20151213,1
92741:1:1:s,20160328,1
92741:1:1:s,20160329,1
92741:1:1:s,20160923,1
92741:1:1:s,20160306,1
92741:1:1:s,20160111,1
92741:1:1:s,20160110,1
92741:1:1:s,20160113,1
92741:1:1:s,20160112,1
92741:1:1:s,20160115,1
92741:1:1:s,20160114,1
92741:1:1:s,20160117,1
92741:1:1:s,20160116,1
92741:1:1:s,20160119,1
92741:1:1:s,20160118,1
92741:1:1:s,20160409,1
92741:1:1:s,20160408,1
92741:1:1:s,20151216,1
92741:1:1:s,20160719,1
92741:1:1:s,20151214,1
92741:1:1:s,20160301,1
92741:1:1:s,20160524,1
92741:1:1:s,20160525,1
92741:1:1:s,20160526,1
92741:1:1:s,20160718,1
92741:1:1:s,20160520,1
92741:1:1:s,20160302,1
92741:1:1:s,20160728,1
92741:1:1:s,20160729,1
92741:1:1:s,20160726,1
92741:1:1:s,20160727,1
92741:1:1:s,20160724,1
92741:1:1:s,20160725,1
92741:1:1:s,20160722,1
92741:1:1:s,20160723,1
92741:1:1:s,20160720,1
92741:1:1:s,20160721,1
92741:1:1:s,20160212,1
92741:1:1:s,20160823,1
92741:1:1:s,20160528,1
92741:1:1:s,20160822,1
92741:1:1:s,20160307,1
92741:1:1:s,20160331,1
92741:1:1:s,20160330,1
92741:1:1:s,20160925,1
92741:1:1:s,20161031,1
92741:1:1:s,20161113,1
92741:1:1:s,20160215,1
92741:1:1:s,20160402,1
92741:1:1:s,20160430,1
92741:1:1:s,20160829,1
92741:1:1:s,20160828,1
92741:1:1:s,20160731,1
92741:1:1:s,20160730,1
92741:1:1:s,20161001,1
92741:1:1:s,20151229,1
92741:1:1:s,20160225,1
92741:1:1:s,20160530,1
92741:1:1:s,20160630,1
92741:1:1:s,20161008,1
92741:1:1:s,20151228,1
92741:1:1:s,20161009,1
92741:1:1:s,20151215,1
92741:1:1:s,20160911,1
92741:1:1:s,20160429,1
92741:1:1:s,20160428,1
92741:1:1:s,20161110,1
92741:1:1:s,20161111,1
92741:1:1:s,20160229,1
92741:1:1:s,20160228,1
92741:1:1:s,20160227,1
92741:1:1:s,20160226,1
92741:1:1:s,20160423,1
92741:1:1:s,20160224,1
92741:1:1:s,20160425,1
92741:1:1:s,20160424,1
92741:1:1:s,20160427,1
92741:1:1:s,20160426,1
92741:1:1:s,20160508,1
92741:1:1:s,20160509,1
92741:1:1:s,20160502,1
92741:1:1:s,20160503,1
92741:1:1:s,20160501,1
92741:1:1:s,20160506,1
92741:1:1:s,20160507,1
92741:1:1:s,20160504,1
92741:1:1:s,20160505,1
92741:1:1:s,20160629,1
92741:1:1:s,20160628,1
92741:1:1:s,20160623,1
92741:1:1:s,20160622,1
92741:1:1:s,20160621,1
92741:1:1:s,20160620,1
92741:1:1:s,20160627,1
92741:1:1:s,20160626,1
92741:1:1:s,20160625,1
92741:1:1:s,20160624,1
92741:1:1:s,20160913,1
92741:1:1:s,20160303,1
92741:1:1:s,20160221,1
92741:1:1:s,20161105,1
92741:1:1:s,20161104,1
92741:1:1:s,20161107,1
92741:1:1:s,20161106,1
92741:1:1:s,20161101,1
92741:1:1:s,20160217,1
92741:1:1:s,20161103,1
92741:1:1:s,20161102,1
92741:1:1:s,20160707,1
92741:1:1:s,20160218,1
92741:1:1:s,20160219,1
92741:1:1:s,20160304,1
92741:1:1:s,20161108,1
92741:1:1:s,20160527,1
92741:1:1:s,20160519,1
92741:1:1:s,20160518,1
92741:1:1:s,20160515,1
92741:1:1:s,20160514,1
92741:1:1:s,20160517,1
92741:1:1:s,20160516,1
92741:1:1:s,20160511,1
92741:1:1:s,20160510,1
92741:1:1:s,20160513,1
92741:1:1:s,20160512,1
92741:1:1:s,20161005,1
92741:1:1:s,20160216,1
92741:1:1:s,20160618,1
92741:1:1:s,20160619,1
92741:1:1:s,20160616,1
92741:1:1:s,20160617,1
92741:1:1:s,20160614,1
92741:1:1:s,20160615,1
92741:1:1:s,20160612,1
92741:1:1:s,20160613,1
92741:1:1:s,20160610,1
92741:1:1:s,20160611,1
92741:1:1:s,20160920,1
92741:1:1:s,20160921,1
92741:1:1:s,20160922,1
92741:1:1:s,20160915,1
92741:1:1:s,20160924,1
92741:1:1:s,20160912,1
92741:1:1:s,20160926,1
92741:1:1:s,20160927,1
92741:1:1:s,20160928,1
92741:1:1:s,20160929,1
92741:1:1:s,20160205,1
92741:1:1:s,20160204,1
92741:1:1:s,20160207,1
92741:1:1:s,20160206,1
92741:1:1:s,20160201,1
92741:1:1:s,20160203,1
92741:1:1:s,20160202,1
92741:1:1:s,20160825,1
92741:1:1:s,20160209,1
92741:1:1:s,20160208,1
92741:1:1:s,20160914,1
92741:1:1:s,20160416,1
92741:1:1:s,20160601,1
92741:1:1:s,20160603,1
92741:1:1:s,20160602,1
92741:1:1:s,20160605,1
92741:1:1:s,20160604,1
92741:1:1:s,20160607,1
92741:1:1:s,20160606,1
92741:1:1:s,20160609,1
92741:1:1:s,20160608,1
92741:1:1:s,20160816,1
92741:1:1:s,20160817,1
92741:1:1:s,20160810,1
92741:1:1:s,20160811,1
92741:1:1:s,20160812,1
92741:1:1:s,20160917,1
92741:1:1:s,20160403,1
92741:1:1:s,20160930,1
92741:1:1:s,20160531,1
92741:1:1:s,20160818,1
92741:1:1:s,20161030,1
92741:1:1:s,20160814,1
92741:1:1:s,20160319,1
92741:1:1:s,20151218,1
92741:1:1:s,20160529,1
92741:1:1:s,20151219,1
92741:1:1:s,20160222,1
92741:1:1:s,20160827,1
92741:1:1:s,20151217,1
92741:1:1:s,20161004,1
92741:1:1:s,20160407,1
92741:1:1:s,20161006,1
92741:1:1:s,20161007,1
92741:1:1:s,20160916,1
92741:1:1:s,20161002,1
92741:1:1:s,20160406,1
92741:1:1:s,20160128,1
92741:1:1:s,20160129,1
92741:1:1:s,20160819,1
92741:1:1:s,20160405,1
92741:1:1:s,20160213,1
92741:1:1:s,20160120,1
92741:1:1:s,20160121,1
92741:1:1:s,20160122,1
92741:1:1:s,20160123,1
92741:1:1:s,20160124,1
92741:1:1:s,20160125,1
92741:1:1:s,20160126,1
92741:1:1:s,20160127,1
92741:1:1:s,20160210,1
92741:1:1:s,20160815,1
92741:1:1:s,20160305,1
92741:1:1:s,20160826,1
92741:1:1:s,20160809,1
92741:1:1:s,20160808,1
92741:1:1:s,20160807,1
92741:1:1:s,20160806,1
92741:1:1:s,20160805,1
92741:1:1:s,20160804,1
92741:1:1:s,20160803,1
92741:1:1:s,20160802,1
92741:1:1:s,20160801,1
91025:1:s,20151230,1
91025:1:s,20151231,1
91025:1:s,20160108,1
91025:1:s,20160109,1
91025:1:s,20160106,1
91025:1:s,20160107,1
91025:1:s,20160104,1
91025:1:s,20160105,1
91025:1:s,20160102,1
91025:1:s,20160103,1
91025:1:s,20160101,1
91025:1:s,20160719,1
91025:1:s,20160718,1
91025:1:s,20160713,1
91025:1:s,20160712,1
91025:1:s,20160711,1
91025:1:s,20160710,1
91025:1:s,20160717,1
91025:1:s,20160716,1
91025:1:s,20160715,1
91025:1:s,20160714,1
91025:1:s,20160322,1
91025:1:s,20160323,1
91025:1:s,20160320,1
91025:1:s,20160321,1
91025:1:s,20160326,1
91025:1:s,20160327,1
91025:1:s,20160324,1
91025:1:s,20160325,1
91025:1:s,20160328,1
91025:1:s,20160329,1
91025:1:s,20161129,1
91025:1:s,20161128,1
91025:1:s,20161127,1
91025:1:s,20161126,1
91025:1:s,20161125,1
91025:1:s,20161124,1
91025:1:s,20161123,1
91025:1:s,20161122,1
91025:1:s,20161121,1
91025:1:s,20161120,1
91025:1:s,20160430,1
91025:1:s,20160508,1
91025:1:s,20160509,1
91025:1:s,20160502,1
91025:1:s,20160503,1
91025:1:s,20160501,1
91025:1:s,20160506,1
91025:1:s,20160507,1
91025:1:s,20160504,1
91025:1:s,20160505,1
91025:1:s,20160618,1
91025:1:s,20160619,1
91025:1:s,20160616,1
91025:1:s,20160617,1
91025:1:s,20160614,1
91025:1:s,20160615,1
91025:1:s,20160612,1
91025:1:s,20160613,1
91025:1:s,20160610,1
91025:1:s,20160611,1
91025:1:s,20160205,1
91025:1:s,20160204,1
91025:1:s,20160207,1
91025:1:s,20160206,1
91025:1:s,20160201,1
91025:1:s,20160203,1
91025:1:s,20160202,1
91025:1:s,20160209,1
91025:1:s,20160208,1
91025:1:s,20160930,1
91025:1:s,20160809,1
91025:1:s,20160808,1
91025:1:s,20160807,1
91025:1:s,20160806,1
91025:1:s,20160805,1
91025:1:s,20160804,1
91025:1:s,20160803,1
91025:1:s,20160802,1
91025:1:s,20160801,1
91025:1:s,20161019,1
91025:1:s,20161018,1
91025:1:s,20161017,1
91025:1:s,20161016,1
91025:1:s,20161015,1
91025:1:s,20161014,1
91025:1:s,20161013,1
91025:1:s,20161012,1
91025:1:s,20161011,1
91025:1:s,20161010,1
91025:1:s,20160429,1
91025:1:s,20160428,1
91025:1:s,20151227,1
91025:1:s,20151226,1
91025:1:s,20151225,1
91025:1:s,20151224,1
91025:1:s,20151223,1
91025:1:s,20151222,1
91025:1:s,20151221,1
91025:1:s,20151220,1
91025:1:s,20151229,1
91025:1:s,20151228,1
91025:1:s,20160423,1
91025:1:s,20160111,1
91025:1:s,20160110,1
91025:1:s,20160113,1
91025:1:s,20160112,1
91025:1:s,20160115,1
91025:1:s,20160114,1
91025:1:s,20160117,1
91025:1:s,20160116,1
91025:1:s,20160119,1
91025:1:s,20160118,1
91025:1:s,20160728,1
91025:1:s,20160729,1
91025:1:s,20160726,1
91025:1:s,20160727,1
91025:1:s,20160724,1
91025:1:s,20160725,1
91025:1:s,20160722,1
91025:1:s,20160723,1
91025:1:s,20160720,1
91025:1:s,20160721,1
91025:1:s,20160331,1
91025:1:s,20160330,1
91025:1:s,20161112,1
91025:1:s,20161113,1
91025:1:s,20161110,1
91025:1:s,20161111,1
91025:1:s,20161116,1
91025:1:s,20161117,1
91025:1:s,20161114,1
91025:1:s,20161115,1
91025:1:s,20160421,1
91025:1:s,20160420,1
91025:1:s,20161118,1
91025:1:s,20161119,1
91025:1:s,20160425,1
91025:1:s,20160424,1
91025:1:s,20160427,1
91025:1:s,20160426,1
91025:1:s,20160519,1
91025:1:s,20160518,1
91025:1:s,20160515,1
91025:1:s,20160514,1
91025:1:s,20160517,1
91025:1:s,20160516,1
91025:1:s,20160511,1
91025:1:s,20160510,1
91025:1:s,20160513,1
91025:1:s,20160512,1
91025:1:s,20160601,1
91025:1:s,20160603,1
91025:1:s,20160602,1
91025:1:s,20160605,1
91025:1:s,20160604,1
91025:1:s,20160607,1
91025:1:s,20160606,1
91025:1:s,20160609,1
91025:1:s,20160608,1
91025:1:s,20160128,1
91025:1:s,20160129,1
91025:1:s,20160120,1
91025:1:s,20160121,1
91025:1:s,20160122,1
91025:1:s,20160123,1
91025:1:s,20160124,1
91025:1:s,20160125,1
91025:1:s,20160126,1
91025:1:s,20160127,1
91025:1:s,20160906,1
91025:1:s,20160907,1
91025:1:s,20160904,1
91025:1:s,20160905,1
91025:1:s,20160902,1
91025:1:s,20160903,1
91025:1:s,20160901,1
91025:1:s,20160908,1
91025:1:s,20160909,1
91025:1:s,20160308,1
91025:1:s,20160309,1
91025:1:s,20160304,1
91025:1:s,20160305,1
91025:1:s,20160306,1
91025:1:s,20160307,1
91025:1:s,20160301,1
91025:1:s,20160302,1
91025:1:s,20160303,1
91025:1:s,20161208,1
91025:1:s,20161209,1
91025:1:s,20161206,1
91025:1:s,20161207,1
91025:1:s,20161204,1
91025:1:s,20161205,1
91025:1:s,20161202,1
91025:1:s,20161203,1
91025:1:s,20161201,1
91025:1:s,20160830,1
91025:1:s,20160831,1
91025:1:s,20161022,1
91025:1:s,20161023,1
91025:1:s,20161020,1
91025:1:s,20161021,1
91025:1:s,20161026,1
91025:1:s,20161027,1
91025:1:s,20161024,1
91025:1:s,20161025,1
91025:1:s,20161028,1
91025:1:s,20161029,1
91025:1:s,20160410,1
91025:1:s,20160411,1
91025:1:s,20160412,1
